text,aspect,sentiment_label,language,text_clean
LINTLHA-KHOLO MABAPI LE $T$ EA TŠOEROENG KA MAKOLOKOTI A TLHAPI,MOSALI,-1,sesotho,lintlhakholo mabapi le t ea tšoeroeng ka makolokoti a tlhapi
LINTLHA-KHOLO MABAPI LE MOSALI EA TŠOEROENG KA $T$,MAKOLOKOTI A TLHAPI,-1,sesotho,lintlhakholo mabapi le mosali ea tšoeroeng ka t
$T$ BA BATLA MOETAPELE A LELEKE MOPARAMENTE OA BOHLANO,BALATELI BA PHATHI,-1,sesotho,t ba batla moetapele a leleke moparamente oa bohlano
BALATELI BA PHATHI BA BATLA $T$ A LELEKE MOPARAMENTE OA BOHLANO,MOETAPELE,0,sesotho,balateli ba phathi ba batla t a leleke moparamente oa bohlano
BALATELI BA PHATHI BA BATLA MOETAPELE A LELEKE $T$ OA BOHLANO,MOPARAMENTE,-1,sesotho,balateli ba phathi ba batla moetapele a leleke t oa bohlano
$T$ O HANANA LE QETO EA MOETAPELE,MOPARAMENTE OA PHATHI,-1,sesotho,t o hanana le qeto ea moetapele
MOPARAMENTE OA PHATHI O HANANA LE QETO EA $T$,MOETAPELE,0,sesotho,moparamente oa phathi o hanana le qeto ea t
HO PHETHILE $T$ A TEBETSOE BOPHELO BOHLE,MAPARAMENTE A PHATHI,-1,sesotho,ho phethile t a tebetsoe bophelo bohle
LIPHUPUTSO LI THAKHOTSOE KHAHLANONG LE $T$,SEBOHOLI,-1,sesotho,liphuputso li thakhotsoe khahlanong le t
$T$ O PHELISA SECHABA KA LESHANO,TONAKHOLO,-1,sesotho,t o phelisa sechaba ka leshano
TONAKHOLO O PHELISA $T$ KA LESHANO,SECHABA,0,sesotho,tonakholo o phelisa t ka leshano
BA RE $T$ SE NA LE LETEMONA,SEPABALI SA BOLO,-1,sesotho,ba re t se na le letemona
UTLOA TSA $T$ O LITULONG KAJENO,LETONA LA 'MUSO,0,sesotho,utloa tsa t o litulong kajeno
$T$ O RE O FUMANE BAREKI BA TLA REKA LIHLAHISOA TSA LIFEME TSA NAHA,TONAKHOLO,1,sesotho,t o re o fumane bareki ba tla reka lihlahisoa tsa lifeme tsa naha
TONAKHOLO O RE O FUMANE $T$ BA TLA REKA LIHLAHISOA TSA LIFEME TSA NAHA,BAREKI,1,sesotho,tonakholo o re o fumane t ba tla reka lihlahisoa tsa lifeme tsa naha
TONAKHOLO O RE O FUMANE BAREKI BA TLA REKA $T$,LIHLAHISOA TSA LIFEME TSA NAHA,0,sesotho,tonakholo o re o fumane bareki ba tla reka t
$T$ A 20 A TLALEHOA A FEFOHILE,MATLO,-1,sesotho,t a 20 a tlalehoa a fefohile
$T$ O HLABA MOETAPELE OA PHATHI BOHLOKONG,TONAKHOLO,-1,sesotho,t o hlaba moetapele oa phathi bohlokong
TONAKHOLO O HLABA $T$ BOHLOKONG,MOETAPELA OA PHATHI,0,sesotho,tonakholo o hlaba t bohlokong
HO TLOSOA $T$ OFISING,BOTO EA PHATHI,-1,sesotho,ho tlosoa t ofising
HO TLOSOA BOTO EA PHATHI $T$,OFISING,0,sesotho,ho tlosoa boto ea phathi t
$T$ SE TLO BATLOA LI-ID HO TŠELA CHELETE,SECHABA,0,sesotho,t se tlo batloa liid ho tšela chelete
SECHABA SE TLO BATLOA $T$ HO TŠELA CHELETE,LI-ID,-1,sesotho,sechaba se tlo batloa t ho tšela chelete
SECHABA SE TLO BATLOA LI-ID HO TŠELA $T$,CHELETE,0,sesotho,sechaba se tlo batloa liid ho tšela t
$T$ O LO LOKISA TSELA EA HABO KA SONTAHA,MOPARAMENTE,1,sesotho,t o lo lokisa tsela ea habo ka sontaha
MOPARAMENTE O LO LOKISA $T$ EA HABO KA SONTAHA,TSELA,1,sesotho,moparamente o lo lokisa t ea habo ka sontaha
MELEMO EA HO JA $T$,NAMA EA NTJA,1,sesotho,melemo ea ho ja t
$T$ LE NETEFATSA HORE COVID-19 E FUMANOE BANENG BA SEKOLO,LETONA,0,sesotho,t le netefatsa hore covid19 e fumanoe baneng ba sekolo
LETONA LE NETEFATSA HORE $T$ E FUMANOE BANENG BA SEKOLO,COVID-19,-1,sesotho,letona le netefatsa hore t e fumanoe baneng ba sekolo
LETONA LE NETEFATSA HORE COVID-19 E FUMANOE $T$,BANENG BA SEKOLO,-1,sesotho,letona le netefatsa hore covid19 e fumanoe t
$T$ E FUMANOA BANENG BA SEKOLO,COVID-19,-1,sesotho,t e fumanoa baneng ba sekolo
COVID-19 E FUMANOA $T$,BANENG BA SEKOLO,-1,sesotho,covid19 e fumanoa t
$T$ O QALELETSE HO LOKISA LITSELA,'MUSO,1,sesotho,t o qaleletse ho lokisa litsela
'MUSO O QALELETSE HO LOKISA $T$,LITSELA,1,sesotho,muso o qaleletse ho lokisa t
MAMELA $T$ A SHOASHOATHELA SEBOHOLI,MOOKAMELI OA SEEA-LE-MOEA,-1,sesotho,mamela t a shoashoathela seboholi
MAMELA MOOKAMELI OA SEEA-LE-MOEA A SHOASHOATHELA $T$,SEBOHOLI,0,sesotho,mamela mookameli oa seealemoea a shoashoathela t
$T$ E 'NGOE E BEHELLA BASEBELETSI KAOFELA KA THOKO,FEME,-1,sesotho,t e ngoe e behella basebeletsi kaofela ka thoko
FEME E 'NGOE E BEHELLA $T$ KAOFELA KA THOKO,BASEBELETSI,0,sesotho,feme e ngoe e behella t kaofela ka thoko
BONA $T$,MAHLASIPA A SEBOHOLI,-1,sesotho,bona t
$T$ O PHAPHATHA TONAKHOLO LEHETLA,MOETAPELE OA PHATHI,1,sesotho,t o phaphatha tonakholo lehetla
MOETAPELE OA PHATHI O PHAPHATHA $T$ LEHETLA,TONAKHOLO,1,sesotho,moetapele oa phathi o phaphatha t lehetla
$T$ SE RE MOSEBETSI 'MOHO O MORERONG OA HO MO FENETHA,SEBOHOLI,0,sesotho,t se re mosebetsi moho o morerong oa ho mo fenetha
SEBOHOLI SE RE $T$ O MORERONG OA HO MO FENETHA,MOSEBETSI 'MOHO,-1,sesotho,seboholi se re t o morerong oa ho mo fenetha
$T$ O OELOA KE TSIETSI,MONNA,-1,sesotho,t o oeloa ke tsietsi
$T$ BA 15 BA HLAHELOA KE MATHATA NAHENG EA BOAHISANE,BATHO,-1,sesotho,t ba 15 ba hlaheloa ke mathata naheng ea boahisane
BATHO BA 15 BA HLAHELOA KE MATHATA $T$,NAHENG EA BOAHISANE,0,sesotho,batho ba 15 ba hlaheloa ke mathata t
TSEBA NA $T$ O HAKAE KA MOTEBO OA SEPOLESA,MOKHOTHALETSUOA,0,sesotho,tseba na t o hakae ka motebo oa sepolesa
TSEBA NA MOKHOTHALETSUOA O HAKAE KA $T$,MOTEBO OA SEPOLESA,0,sesotho,tseba na mokhothaletsuoa o hakae ka t
$T$ O RE SECHABA SE LOKELA HO BA LIMPIMPI,TONAKHOLO,0,sesotho,t o re sechaba se lokela ho ba limpimpi
TONAKHOLO O RE $T$ SE LOKELA HO BA LIMPIMPI,SECHABA,1,sesotho,tonakholo o re t se lokela ho ba limpimpi
$T$ SE NTSE SE SO FIHLE MOO NTJA E FUMANOENG E MOMME SETOTSOANA,SEPOLESA,-1,sesotho,t se ntse se so fihle moo ntja e fumanoeng e momme setotsoana
SEPOLESA SE NTSE SE SO FIHLE MOO $T$ E FUMANOENG E MOMME SETOTSOANA,NTJA,-1,sesotho,sepolesa se ntse se so fihle moo t e fumanoeng e momme setotsoana
SEPOLESA SE NTSE SE SO FIHLE MOO NTJA E FUMANOENG E MOMME $T$,SETOTSOANA,-1,sesotho,sepolesa se ntse se so fihle moo ntja e fumanoeng e momme t
$T$ E NE E HLOKE MOHATLA KE HO ROMELETSA,PELA,-1,sesotho,t e ne e hloke mohatla ke ho romeletsa
PELA E NE E HLOKE $T$ KE HO ROMELETSA,MOHATLA,0,sesotho,pela e ne e hloke t ke ho romeletsa
$T$ O PEPESA BOFOKOLI BA TONAKHOLO,MOPARAMENTE,-1,sesotho,t o pepesa bofokoli ba tonakholo
MOPARAMENTE O PEPESA BOFOKOLI BA $T$,TONAKHOLO,-1,sesotho,moparamente o pepesa bofokoli ba t
$T$ O BOELA A BITSA BAPHATLALATSI BA LITABA,TONAKHOLO,0,sesotho,t o boela a bitsa baphatlalatsi ba litaba
TONAKHOLO O BOELA A BITSA $T$,BAPHATLALATSI BA LITABA,0,sesotho,tonakholo o boela a bitsa t
$T$ TSE MONATE HO MATAOA,LITABA,1,sesotho,t tse monate ho mataoa
LITABA TSE MONATE HO $T$,MATAOA,-1,sesotho,litaba tse monate ho t
HO QHOMA $T$ LE LENG HAPE,LEFU,-1,sesotho,ho qhoma t le leng hape
LINTLHA-KHOLO POLELONG EA $T$ SEBOKENG SA MOKHA OA POLOTIKI,MOETAPELE,0,sesotho,lintlhakholo polelong ea t sebokeng sa mokha oa polotiki
LINTLHA-KHOLO POLELONG EA MOETAPELE $T$,SEBOKENG SA MOKHA OA POLOTIKI,0,sesotho,lintlhakholo polelong ea moetapele t
$T$ TSE NCHA,LITABA,1,sesotho,t tse ncha
$T$ TSE MONATE HO SECHABA,LITABA,1,sesotho,t tse monate ho sechaba
$T$ LE HLAHELLA BOBOLUNG,LETONA,-1,sesotho,t le hlahella bobolung
$T$ O PHOQA TONAKHOLO,MOPARAMENTE,-1,sesotho,t o phoqa tonakholo
MOPARAMENTE O PHOQA $T$,TONAKHOLO,0,sesotho,moparamente o phoqa t
$T$ A 11 A CHELE,MATLO,-1,sesotho,t a 11 a chele
$T$ KE MOLATELI OA SEHLOPHA SA BOLO,MOLIMO,1,sesotho,t ke molateli oa sehlopha sa bolo
MOLIMO KE MOLATELI OA $T$,SEHLOPHA SA BOLO,0,sesotho,molimo ke molateli oa t
HO SETSE LIHORA $T$ A TLOSOA BOTONAKHOLONG,TONAKHOLO,-1,sesotho,ho setse lihora t a tlosoa botonakholong
$T$ O LOKELA HO OELA,TONAKHOLO,-1,sesotho,t o lokela ho oela
UTLOA NA HOBANENG $T$ A LELEKILE MAPARAMENTE A 3,TONAKHOLO,0,sesotho,utloa na hobaneng t a lelekile maparamente a 3
UTLOA NA HOBANENG TONAKHOLO A LELEKILE $T$ A 3,MAPARAMENTE,-1,sesotho,utloa na hobaneng tonakholo a lelekile t a 3
$T$ EA HO NYOLLA LITEFISO TSA METSI E TLA PHATLALATSOA KAJENO,QETO,0,sesotho,t ea ho nyolla litefiso tsa metsi e tla phatlalatsoa kajeno
QETO EA HO NYOLLA $T$ E TLA PHATLALATSOA KAJENO,LITEFISO TSA METSI,-1,sesotho,qeto ea ho nyolla t e tla phatlalatsoa kajeno
$T$,MANYELA-KOAENG,-1,sesotho,t
UTLOA LITABA TSA $T$ KA TONAKHOLO,MOPARAMENTE,0,sesotho,utloa litaba tsa t ka tonakholo
UTLOA LITABA TSA MOPARAMENTE KA $T$,TONAKHOLO,0,sesotho,utloa litaba tsa moparamente ka t
UTLOA MANYALA A $T$ HO LATELA TLHALOSO EA MOPARAMENTE,'MUSO,-1,sesotho,utloa manyala a t ho latela tlhaloso ea moparamente
UTLOA MANYALA A 'MUSO HO LATELA TLHALOSO EA $T$,MOPARAMENTE,0,sesotho,utloa manyala a muso ho latela tlhaloso ea t
$T$ O QETA HO HLAJOA KA THIPA,MOSALI,-1,sesotho,t o qeta ho hlajoa ka thipa
MOSALI O QETA HO HLAJOA KA $T$,THIPA,-1,sesotho,mosali o qeta ho hlajoa ka t
$T$ BA TLA TSAMAEA BOSIU BA TLO AHLOLOA M10 000,BATHO,-1,sesotho,t ba tla tsamaea bosiu ba tlo ahloloa m10 000
HO TLA TŠOARELOA $T$ MOO SEBOHOLI SE TIMELETSENG,THAPELO,1,sesotho,ho tla tšoareloa t moo seboholi se timeletseng
HO TLA TŠOARELOA THAPELO MOO $T$ SE TIMELETSENG,SEBOHOLI,-1,sesotho,ho tla tšoareloa thapelo moo t se timeletseng
KE $T$ BA 54 BA TIMETSENG SELEMONG SENA,BATHO,-1,sesotho,ke t ba 54 ba timetseng selemong sena
$T$ O TŠOELA POLAO EA SEBOHOLI KA SEHLETHELA-HALI SA MATHE,'MUSO,1,sesotho,t o tšoela polao ea seboholi ka sehlethelahali sa mathe
'MUSO O TŠOELA POLAO EA $T$ KA SEHLETHELA-HALI SA MATHE,SEBOHOLI,-1,sesotho,muso o tšoela polao ea t ka sehlethelahali sa mathe
$T$ O TLO NTŠA POLELO MABAPI LE LEFU LA SEBOHOLI,TONAKHOLO,0,sesotho,t o tlo ntša polelo mabapi le lefu la seboholi
TONAKHOLO O TLO NTŠA POLELO MABAPI LE $T$,LEFU LA SEBOHOLI,-1,sesotho,tonakholo o tlo ntša polelo mabapi le t
LINTLHA-KHOLO POLAONG EA $T$,SEBOHOLI,-1,sesotho,lintlhakholo polaong ea t
$T$ SE THUNTSOE SE FELETSOE KE BOPHELO,SEBOHOLI,-1,sesotho,t se thuntsoe se feletsoe ke bophelo
$T$ NAKONG EA TEMO VS PUSONG EA TONAKHOLO EA MEHLENG NAKONG EA TEMO,PUSONG EA TONAKHOLO,0,sesotho,t nakong ea temo vs pusong ea tonakholo ea mehleng nakong ea temo
PUSONG EA TONAKHOLO NAKONG EA $T$ VS PUSONG EA TONAKHOLO EA MEHLENG NAKONG EA TEMO,TEMO,0,sesotho,pusong ea tonakholo nakong ea t vs pusong ea tonakholo ea mehleng nakong ea temo
PUSONG EA TONAKHOLO NAKONG EA TEMO VS $T$ NAKONG EA TEMO,PUSONG EA TONAKHOLO EA MEHLENG,0,sesotho,pusong ea tonakholo nakong ea temo vs t nakong ea temo
$T$ O FUMANE KOTSI O LEMETSE,MOKOETLISI OA SEHLOPHA SA BOLO,-1,sesotho,t o fumane kotsi o lemetse
$T$ O TŠEPISA MOSALI NTLO,MOETAPELE,1,sesotho,t o tšepisa mosali ntlo
MOETAPELE O TŠEPISA $T$ NTLO,MOSALI,0,sesotho,moetapele o tšepisa t ntlo
MOETAPELE O TŠEPISA MOSALI $T$,NTLO,1,sesotho,moetapele o tšepisa mosali t
NA $T$ BO TSIETSING,BOPHELO BA TONAKHOLO,-1,sesotho,na t bo tsietsing
$T$ O EMA LE SECHABA KHAHLANONG LE KOMPONE EA MARANG-RANG,MOPARAMENTE,1,sesotho,t o ema le sechaba khahlanong le kompone ea marangrang
MOPARAMENTE O EMA LE $T$ KHAHLANONG LE KOMPONE EA MARANG-RANG,SECHABA,0,sesotho,moparamente o ema le t khahlanong le kompone ea marangrang
MOPARAMENTE O EMA LE SECHABA KHAHLANONG LE $T$,KOMPONE EA MARANG-RANG,-1,sesotho,moparamente o ema le sechaba khahlanong le t
$T$ SE SEBOKO KE 'MUSO O LITULONG,SETHO SA PHATHI,-1,sesotho,t se seboko ke muso o litulong
SETHO SA PHATHI SE SEBOKO KE $T$ O LITULONG,'MUSO,-1,sesotho,setho sa phathi se seboko ke t o litulong
$T$ BA EA ITHEKISA HO ETSA CHELETE,BAITHUTI,-1,sesotho,t ba ea ithekisa ho etsa chelete
BAITHUTI BA EA ITHEKISA HO ETSA $T$,CHELETE,0,sesotho,baithuti ba ea ithekisa ho etsa t
$T$ O LLA SEBOKO SE HLOMOLANG PELO SEPETLELE,MOKULI,-1,sesotho,t o lla seboko se hlomolang pelo sepetlele
MOKULI O LLA SEBOKO SE HLOMOLANG PELO $T$,SEPETLELE,-1,sesotho,mokuli o lla seboko se hlomolang pelo t
$T$ BA BANGATA BA TLO FELLOA KE MESEBETSI HAPE,BATHO,-1,sesotho,t ba bangata ba tlo felloa ke mesebetsi hape
$T$ BA BANGATA BA TLO FELLOA KE $T$ HAPE,MESEBETSI,-1,sesotho,t ba bangata ba tlo felloa ke t hape
HA HO $T$ SEPETLELE,BAOKI,-1,sesotho,ha ho t sepetlele
HA HO BAOKI $T$,SEPETLELE,0,sesotho,ha ho baoki t
$T$ BA TEBETSOE HAPE,BASEBELETSI BA LIFEME,-1,sesotho,t ba tebetsoe hape
$T$ BA IPELAETSA KHAHLANONG LE 'MUSO,BAOKI,-1,sesotho,t ba ipelaetsa khahlanong le muso
BAOKI BA IPELAETSA KHAHLANONG LE $T$,'MUSO,-1,sesotho,baoki ba ipelaetsa khahlanong le t
$T$ LE BOHLOKO LA MOHATSELA LE TSELENG,LEQHUBU,-1,sesotho,t le bohloko la mohatsela le tseleng
LEQHUBU LE BOHLOKO LA $T$ LE TSELENG,MOHATSELA,-1,sesotho,leqhubu le bohloko la t le tseleng
$T$ E SE E TLO KHOLA KHOELING ENA,METSOFE,-1,sesotho,t e se e tlo khola khoeling ena
MONYETLA OA $T$ KAJENO LE HOSANE O TENG,LEHLOA,0,sesotho,monyetla oa t kajeno le hosane o teng
HO NTSENG HO NA HA SE $T$ KE MEEOKHO EA BALATELI BA SEHLOPHA SA BOLO,PULA,-1,sesotho,ho ntseng ho na ha se t ke meeokho ea balateli ba sehlopha sa bolo
HO NTSENG HO NA HA SE PULA KE MEEOKHO EA $T$,BALATELI BA SEHLOPHA SA BOLO,-1,sesotho,ho ntseng ho na ha se pula ke meeokho ea t
$T$ HA O TLISE PHETOHO HOHANG,MOKHA,-1,sesotho,t ha o tlise phetoho hohang
$T$ LE MAQHEKOANA HA A TLO KHOLA,MAQHEKU,-1,sesotho,t le maqhekoana ha a tlo khola
MAQHEKU LE $T$ HA A TLO KHOLA,MAQHEKOANA,-1,sesotho,maqheku le t ha a tlo khola
MONYETLA OA $T$ O TENG SONTAHA,LEHLOA,0,sesotho,monyetla oa t o teng sontaha
$T$ O QALELETSE HO PATALA BAOKI,'MUSO,1,sesotho,t o qaleletse ho patala baoki
'MUSO O QALELETSE HO PATALA $T$,BAOKI,0,sesotho,muso o qaleletse ho patala t
$T$ O TŠOEROE O BELAELLOA KA PETO,MORENA,-1,sesotho,t o tšoeroe o belaelloa ka peto
$T$ SE TLO SULAFALLOA BOESA,SECHABA,-1,sesotho,t se tlo sulafalloa boesa
$T$ TSA MOHLOLO SETEREKENG,LIBOKO,0,sesotho,t tsa mohlolo seterekeng
LIBOKO TSA MOHLOLO $T$,SETEREKENG,0,sesotho,liboko tsa mohlolo t
HO TLA THAKHOLOA $T$ E NCHA BOESA,CHELETE,1,sesotho,ho tla thakholoa t e ncha boesa
$T$ O TŠOARELOA HO HLABA MONNA KA THIPA,MOSALI,-1,sesotho,t o tšoareloa ho hlaba monna ka thipa
MOSALI O TŠOARELOA HO HLABA $T$ KA THIPA,MONNA,0,sesotho,mosali o tšoareloa ho hlaba t ka thipa
MOSALI O TŠOARELOA HO HLABA MONNA KA $T$,THIPA,-1,sesotho,mosali o tšoareloa ho hlaba monna ka t
$T$ LI TLO KOPANELA PINA,LIBINI,1,sesotho,t li tlo kopanela pina
LIBINI LI TLO KOPANELA $T$,PINA,1,sesotho,libini li tlo kopanela t
$T$ OA HO TŠELA CHILISI BOTHONG BA MOSALI O SHOELE,MONNA,-1,sesotho,t oa ho tšela chilisi bothong ba mosali o shoele
MONNA OA HO TŠELA CHILISI $T$ O SHOELE,BOTHONG BA MOSALI,0,sesotho,monna oa ho tšela chilisi t o shoele
$T$ LI FETOHA LEFELA,LITŠEPISO TSA TONAKHOLO,-1,sesotho,t li fetoha lefela
$T$ O TSAMAEA MEHLALENG EA MEBUSO E FETILENG,'MUSO,0,sesotho,t o tsamaea mehlaleng ea mebuso e fetileng
'MUSO O TSAMAEA MEHLALENG EA $T$,MEBUSO E FETILENG,0,sesotho,muso o tsamaea mehlaleng ea t
$T$ OA HO TŠELA CHILISI BOTHONG BA MOSALI O HLOLEHA HO HLAHA KHOTLA,MONNA,-1,sesotho,t oa ho tšela chilisi bothong ba mosali o hloleha ho hlaha khotla
MONNA OA HO TŠELA CHILISI $T$ O HLOLEHA HO HLAHA KHOTLA,BOTHONG BA MOSALI,0,sesotho,monna oa ho tšela chilisi t o hloleha ho hlaha khotla
MONNA OA HO TŠELA CHILISI BOTHONG BA MOSALI O HLOLEHA HO HLAHA $T$,KHOTLA,-1,sesotho,monna oa ho tšela chilisi bothong ba mosali o hloleha ho hlaha t
$T$ BO SEBOKO KE 'MUSO,BOHANYETSI,-1,sesotho,t bo seboko ke muso
BOHANYETSI BO SEBOKO KE $T$,'MUSO,-1,sesotho,bohanyetsi bo seboko ke t
$T$ O TŠELA CHILISI KA BOTHONG BA MOSALI OA HAE,MONNA,-1,sesotho,t o tšela chilisi ka bothong ba mosali oa hae
MONNA O TŠELA CHILISI KA $T$ OA HAE,BOTHONG BA MOSALI,0,sesotho,monna o tšela chilisi ka t oa hae
$T$ BA BETSA KHOBA HAPE,BANNA,0,sesotho,t ba betsa khoba hape
$T$ O HLOLEHA HO BUSA O TSEKA LINAMA,TONAKHOLO,-1,sesotho,t o hloleha ho busa o tseka linama
TONAKHOLO O HLOLEHA HO BUSA O TSEKA $T$,LINAMA,-2,sesotho,tonakholo o hloleha ho busa o tseka t
$T$ TSE NGATA LI KHAHLANONG LE JOALA,LITUMELO,0,sesotho,t tse ngata li khahlanong le joala
LITUMELO TSE NGATA LI KHAHLANONG LE $T$,JOALA,-1,sesotho,litumelo tse ngata li khahlanong le t
$T$ KE EONA E KHOLO HO FETA LITUMELO TSOHLE LEFATŠENG,TUMELO EA CHRIST,1,sesotho,t ke eona e kholo ho feta litumelo tsohle lefatšeng
TUMELO EA CHRIST KE EONA E KHOLO HO FETA $T$ TSOHLE LEFATŠENG,LITUMELO,-1,sesotho,tumelo ea christ ke eona e kholo ho feta t tsohle lefatšeng
TUMELO EA CHRIST KE EONA E KHOLO HO FETA LITUMELO TSOHLE $T$,LEFATŠENG,0,sesotho,tumelo ea christ ke eona e kholo ho feta litumelo tsohle t
$T$ O ROKA MOHATSA OA TONAKHOLO EA MEHLENG,MOSALI,1,sesotho,t o roka mohatsa oa tonakholo ea mehleng
MOSALI O ROKA $T$,MOHATSA OA TONAKHOLO EA MEHLENG,1,sesotho,mosali o roka t
$T$ SE ITOMA MOHATLA,SETHO SA PHATHI,-1,sesotho,t se itoma mohatla
$T$ BA ITŠOARELLA KA MOSALI A LE MONG,BANNA,1,sesotho,t ba itšoarella ka mosali a le mong
BANNA BA BARARO BA ITŠOARELLA KA $T$ A LE MONG,MOSALI,1,sesotho,banna ba bararo ba itšoarella ka t a le mong
$T$ O RERETSOE BOBE,'MUSO,-1,sesotho,t o reretsoe bobe
$T$ E JA LEFA LA 'MUSO O FETILENG,PUSO EA TONAKHOLO,1,sesotho,t e ja lefa la muso o fetileng
PUSO EA TONAKHOLO E JA LEFA LA $T$,'MUSO O FETILENG,1,sesotho,puso ea tonakholo e ja lefa la t
HA KE TLO NYEKA $T$,TONAKHOLO,-1,sesotho,ha ke tlo nyeka t
$T$ LE LECHA LA SEBINI LE TSOILE,LETLAPA,1,sesotho,t le lecha la sebini le tsoile
LETLAPA LE LECHA LA $T$ LE TSOILE,SEBINI,0,sesotho,letlapa le lecha la t le tsoile
$T$ TSE MONATE HO SECHABA SOHLE,LITABA,1,sesotho,t tse monate ho sechaba sohle
LITABA TSE MONATE HO $T$ SOHLE,SECHABA,0,sesotho,litaba tse monate ho t sohle
$T$ O IKAKHETSE KA SETOTSOANA 'MINONG OA FAMO,MONNA OA LEKHOOA,1,sesotho,t o ikakhetse ka setotsoana minong oa famo
MONNA OA LEKHOOA O IKAKHETSE KA SETOTSOANA $T$,'MINONG OA FAMO,0,sesotho,monna oa lekhooa o ikakhetse ka setotsoana t
LINTLHA-KHOLO $T$,POLELONG EA TONAKHOLO,0,sesotho,lintlhakholo t
$T$ O TLO BAKELA NAHA KHAPHA-MALI,MORUTI,-1,sesotho,t o tlo bakela naha khaphamali
MORUTI O TLO BAKELA $T$ KHAPHA-MALI,NAHA,-1,sesotho,moruti o tlo bakela t khaphamali
$T$ E BALEHISA MOKOETLISI,PHAFA,-1,sesotho,t e balehisa mokoetlisi
PHAFA E BALEHISA $T$,MOKOETLISI,-1,sesotho,phafa e balehisa t
$T$ BA CHESA HO FETA LIBAPALI,BALATELI BA SEHLOPHA SA BOLO,-1,sesotho,t ba chesa ho feta libapali
BALATELI BA SEHLOPHA SA BOLO BA CHESA HO FETA $T$,LIBAPALI,-1,sesotho,balateli ba sehlopha sa bolo ba chesa ho feta t
$T$ SE TLO NTŠA LETLAPA LE LECHA,SEBINI,1,sesotho,t se tlo ntša letlapa le lecha
$T$ O ROBEHETSE KOTSING EA LIKOLOI,MOTHO,-1,sesotho,t o robehetse kotsing ea likoloi
MOTHO O ROBEHETSE KOTSING EA $T$,LIKOLOI,-1,sesotho,motho o robehetse kotsing ea t
$T$ LI TLO FELISOA,CHELETE EA LIPAMPIRI LE EA TŠEPE,0,sesotho,t li tlo felisoa
$T$ E JOOE KA SEHLOHO PUSONG E FETILENG,CHELETE EA SECHABA,-1,sesotho,t e jooe ka sehloho pusong e fetileng
CHELETE EA SECHABA E JOOE KA SEHLOHO $T$ E FETILENG,PUSONG,-1,sesotho,chelete ea sechaba e jooe ka sehloho t e fetileng
$T$ POLAONG EA SEBINI BA TŠOEROE,BABELAELLOA,1,sesotho,t polaong ea sebini ba tšoeroe
BABELAELLOA POLAONG EA $T$ BA TŠOEROE,SEBINI,-1,sesotho,babelaelloa polaong ea t ba tšoeroe
LE $T$ ONA BATHO BA FELLOA KE MESEBETSI,'MUSONG,-1,sesotho,le t ona batho ba felloa ke mesebetsi
LE 'MUSONG ONA $T$ BA FELLOA KE MESEBETSI,BATHO,-1,sesotho,le musong ona t ba felloa ke mesebetsi
LE 'MUSONG ONA BATHO BA FELLOA KE $T$,MESEBETSI,-1,sesotho,le musong ona batho ba felloa ke t
$T$ E CHAISA NGOANA KAJENO,KOLOI,-1,sesotho,t e chaisa ngoana kajeno
KOLOI E CHAISA $T$ KAJENO,NGOANA,-1,sesotho,koloi e chaisa t kajeno
$T$ BA THUNTSOE MAOBANE,BANA BA BATHO,-1,sesotho,t ba thuntsoe maobane
$T$ LI TLO BOLLA TORONKONG,LITABANE,-1,sesotho,t li tlo bolla toronkong
LITABANE LI TLO BOLLA $T$,TORONKONG,-1,sesotho,litabane li tlo bolla t
$T$ O TŠOARETSOE BOLOI,TELU-PUTSOA,-1,sesotho,t o tšoaretsoe boloi
$T$ LI ATLEHISA KHOEBO EA LIKOENA,LIPALEMA,1,sesotho,t li atlehisa khoebo ea likoena
LIPALEMA LI ATLEHISA $T$,KHOEBO EA LIKOENA,-1,sesotho,lipalema li atlehisa t
$T$ O TLANGOA KA LINTLAFATSO TSEO E SENG TSA HAE,TONAKHOLO,-1,sesotho,t o tlangoa ka lintlafatso tseo e seng tsa hae
TONAKHOLO O TLANGOA KA $T$ TSEO E SENG TSA HAE,LINTLAFATSO,1,sesotho,tonakholo o tlangoa ka t tseo e seng tsa hae
$T$ E BETSA KHOBA KAJENO,THELEFISHINI EA NAHA,0,sesotho,t e betsa khoba kajeno
BONA $T$ EA IPOLAILENG,NGOANA OA SEKOLO,-1,sesotho,bona t ea ipolaileng
$T$ O BETSA KHOBA BASALI BA HLATSOA LIKOLOI BA HLOBOTSE,MOTSE,0,sesotho,t o betsa khoba basali ba hlatsoa likoloi ba hlobotse
MOTSE O BETSA KHOBA $T$ BA HLATSOA LIKOLOI BA HLOBOTSE,BASALI,-1,sesotho,motse o betsa khoba t ba hlatsoa likoloi ba hlobotse
MOTSE O BETSA KHOBA BASALI BA HLATSOA $T$ BA HLOBOTSE,LIKOLOI,0,sesotho,motse o betsa khoba basali ba hlatsoa t ba hlobotse
ENA HAESALE NAKO EA HO BEHA $T$ KAPA MAJOE A MORALLA MABITLENG,MASENKE,-1,sesotho,ena haesale nako ea ho beha t kapa majoe a moralla mabitleng
ENA HAESALE NAKO EA HO BEHA MASENKE KAPA $T$ MABITLENG,MAJOE A MORALLA,-1,sesotho,ena haesale nako ea ho beha masenke kapa t mabitleng
